sentence_id,title,origin_sentence,paragraph_text,query number,clean_sentence,tagger,status
530086,s05003325-a,"עדותה המוקלטת של המתלוננת - צפיתי בעדותה המוקלטת של המתלוננת יותר מפעם, וכאמור לעיל, מצאתי אותה ראויה לאימון","עדותה המוקלטת של המתלוננת - צפיתי בעדותה המוקלטת של המתלוננת יותר מפעם, וכאמור לעיל, מצאתי אותה ראויה לאימון. העדות מתאפיינת באיפוק וריסון. תיאור השתלשלות האירוע נמסר בצורה שקולה ומאוזנת. מהעדות המצולמת עולה בבירור שהקטינה לא היתה מונעת ברצון להחמיר מצבו של הנאשם ולטפול עליו אשמת שווא. היא תיארה את האירוע באופן מינורי ובצורה עיקבית, ואותות האמת ניכרו בדבריה. המתלוננת אמרה שהבחינה לראשונה  ברחוב אמרי חיים, כשפנה אליה בשאלות מוזרות כגון ""עוד כמה זמן שבת"", שאלה חסרת פשר לכשעצמה, בהתחשב בכך שהאירוע קרה ביום א' בשבוע. הפניה הפחידה את המתלוננת, היא התחילה לגמגם, הפנתה גבה והחישה צעדיה לביתה. תוך כדי כך הרגישה המתלוננת ביד שנגעה בחלק התחתון של ישבנה, שכוונה אל בין רגליה. בעניין זה, שהוא לב האישום הראשון, שאלה החוקרת את המתלוננת שאלות רבות, ועל כולן השיבה המתלוננת תשובות מאופקות ומדודות. המתלוננת סיפרה, שהנגיעה היתה מעל לחצאיתה ולא עמוק מידי (ת/2ג עמ' 6 ש' 159 ועמ' 9 ש' 228). המתלוננת לא שיקרה ולא טענה שראתה את הנאשם ברגע המעשה. לעומת זאת הדגימה את הנגיעה כמה וכמה פעמים, והסבירה שצורת המגע הביא אותה לשלילת אפשרות שהנגיעה היתה אקראית, ולתובנה שלא ניתן ""לדון את הנאשם לכף זכות"", כפי שנטתה לעשות מלכתחילה. המתלוננת הגיעה לביתה במצב נפשי נסער ופרצה בבכי וכפי שהעידה: ""אני עליתי הביתה שלי והתחלתי לבכות"" (ת/2ג עמ' 9 ש' 243).",12,"עדותה המוקלטת של המתלוננת - צפיתי בעדותה המוקלטת של המתלוננת יותר מפעם, וכאמור לעיל, מצאתי אותה ראויה לאימון",tagger3,not annotated
5052,ME-16-11-9004-33," מחד, מצויה גרסתה המפלילה של המתלוננת, בתו החורגת של הנאשם, המתארת, כפי שנראה להלן, בצורה מפורטת, עקבית וסדורה, סדרה של מעשים שביצע בה הנאשם מאז הייתה בת 8 ועד לחשיפתם, בשנת 2014","ראשית, יש ליתן הדעת לכך, שבמקרים אלה, לא אחת, וכך - בענייננו, ניצבים אנו בפני שתי גרסאות סותרות וקוטביות זו לזו. מחד, מצויה גרסתה המפלילה של המתלוננת, בתו החורגת של הנאשם, המתארת, כפי שנראה להלן, בצורה מפורטת, עקבית וסדורה, סדרה של מעשים שביצע בה הנאשם מאז הייתה בת 8 ועד לחשיפתם, בשנת 2014. מנגד, מצויה גרסת הנאשם, המכחיש מכל וכל, כי ביצע את המעשים המיוחסים לו, וטוען, כי המתלוננת מעלילה עליו עלילות שווא. מצב זה, של ""גרסה מול גרסה"", כמו גם הכחשה גורפת מצדו של נאשם, הוא שכיח באישומים בעבירות מין, המאופיינות בביצוע המעשים בצנעה, בחדרי חדרים, בשעות ובסביבה שבהן אין בנמצא עדים למעשה, ושבהם רב הנסתר על הנגלה. משום כך - ברי, שבאישומים בכגון דא, מתמקד הדיון בהערכת מהימנות גרסת המתלוננת, אל מול הערכת מהימנות גרסת הנאשם.",5," מחד, מצויה גרסתה המפלילה של המתלוננת, בתו החורגת של הנאשם, המתארת, כפי שנראה להלן, בצורה מפורטת, עקבית וסדורה, סדרה של מעשים שביצע בה הנאשם מאז הייתה בת 8 ועד לחשיפתם, בשנת 2014",tagger3,not annotated
707532,ME-10-09-31383-790, עדות המתלוננת הייתה מהימנה לחלוטין בעיניי,"ה. דיון 1. ממצאי מהימנות וניתוח הראיות 17. עדות המתלוננת הייתה מהימנה לחלוטין בעיניי. המתלוננת הייתה קוהרנטית, כנה, עקבית ומעוררת אמון. עדות המתלוננת הייתה סדורה, והמתלוננת לא התבלבלה אף שסיפרה על אירוע בן שלבים אחדים. לא מצאתי כי יש סתירות מהותיות בדברי המתלוננת. אי ההתאמות בעדויות התביעה, לרבות בעדות המתלוננת, לא היו משמעותיות, ואינן פוגמות בעדותה המהימנה וברושם האמין שהותירה המתלוננת.",3, עדות המתלוננת הייתה מהימנה לחלוטין בעיניי,tagger3,not annotated
140313,ME-09-1084-867," בעוד שגרסת המתלוננת לגבי מעשה הסדום הייתה מהימנה, כנה, עקבית וקוהרנטית – גרסתה באשר לאי הסכמתה לקיום יחסי המין הווגינאליים באירוע השני, נשוא האישום באינוס, מעוררת תהיות ממשיות","האישום באינוס 24. בעוד שגרסת המתלוננת לגבי מעשה הסדום הייתה מהימנה, כנה, עקבית וקוהרנטית – גרסתה באשר לאי הסכמתה לקיום יחסי המין הווגינאליים באירוע השני, נשוא האישום באינוס, מעוררת תהיות ממשיות.",3," בעוד שגרסת המתלוננת לגבי מעשה הסדום הייתה מהימנה, כנה, עקבית וקוהרנטית – גרסתה באשר לאי הסכמתה לקיום יחסי המין הווגינאליים באירוע השני, נשוא האישום באינוס, מעוררת תהיות ממשיות",tagger3,not annotated
566725,me-09-02-142920,גרסתה המפלילה של המתלוננת כפי שבאה לידי ביטוי בעדותה בפנינו הותירה רושם מהימן וכי אמת בפיה,"גרסתה המפלילה של המתלוננת כפי שבאה לידי ביטוי בעדותה בפנינו הותירה רושם מהימן וכי אמת בפיה. דבריה נאמרו מעומק הלב תוך שסיפרה את סיפורה בכנות רבה. דבריה הברורים והעקביים נאמרו תוך שהיא מביטה בנאשם אשר דווקא הוא נדמה, השפיל לא אחת את מבטו.",5,גרסתה המפלילה של המתלוננת כפי שבאה לידי ביטוי בעדותה בפנינו הותירה רושם מהימן וכי אמת בפיה,tagger3,not annotated
769762,ME-15-11-34046-11,"""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו","""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו. זוהי דרישת ""ההנמקה המיוחדת"" שתפסה את מקומה של דרישת הסיוע שנדרשה בעבר לשם הרשעה בעבירת מין (ראו, למשל, דברי השופט אריאל ב גנדור נ' מדינת ישראל [פורסם בנבו] (להלן - עניין גנדור [1]), בעמ' 49-48). בהיעדר דרישת סיוע יכולה הכרעת-הדין להיות מושתתת על מימצאי המהימנות שקבע בית-המשפט ועליהם בלבד.""",5,"""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",tagger3,not annotated
577046,ME-08-1120-436,גרסת המתלוננת מעורפלת ובלתי בהירה,"גרסת המתלוננת מעורפלת ובלתי בהירה. ביחס לנאשם – אין בפיה גרסה של ממש. למעט ציון העובדה לפיה ""נגע"" בה הנאשם – התמונה נותרה עלומה, ללא פירוט הנסיבות; היכן נגע בה לכאורה, כיצד ומה קדם לנגיעה הנטענת. לא ניתן אפוא לבסס ממצא עובדתי על יסוד גרסת המתלוננת.",3,גרסת המתלוננת מעורפלת ובלתי בהירה,tagger3,not annotated
534024,ME-15-10-1855-55,"במקרה דנן כאמור, מצאתי את עדותה של המתלוננת ש' מהימנה ביותר, הן באשר לסיפור ההתרחשות והן לגבי זיהויו של הנאשם כמי שתקף אותה, ועדותה זו היא נדבך מרכזי בראיות המאשימה לחובתו","במקרה דנן כאמור, מצאתי את עדותה של המתלוננת ש' מהימנה ביותר, הן באשר לסיפור ההתרחשות והן לגבי זיהויו של הנאשם כמי שתקף אותה, ועדותה זו היא נדבך מרכזי בראיות המאשימה לחובתו.",5,"במקרה דנן כאמור, מצאתי את עדותה של המתלוננת ש' מהימנה ביותר, הן באשר לסיפור ההתרחשות והן לגבי זיהויו של הנאשם כמי שתקף אותה, ועדותה זו היא נדבך מרכזי בראיות המאשימה לחובתו",tagger3,not annotated
827429,m99000948,"כפי שכבר ציינתי לעיל, המתלוננת עשה עלי רושם מהימן ולא היתה לה כל עילה להעליל על הנאשם","כפי שכבר ציינתי לעיל, המתלוננת עשה עלי רושם מהימן ולא היתה לה כל עילה להעליל על הנאשם.",17,"כפי שכבר ציינתי לעיל, המתלוננת עשה עלי רושם מהימן ולא היתה לה כל עילה להעליל על הנאשם",tagger3,not annotated
176527,s05003504-333,"הנאשם, עדי ההגנה והסניגור בסכומיו מדגישים כולם את נוכחות השותף בדירה כעוגן הצלה והוכחה ניצחת כי גירסת המתלוננת אינה סבירה ולא יתכן כי הרימה קול, בכתה או צעקה והשותף לא שמע ולא הבחין בכך","הנאשם, עדי ההגנה והסניגור בסכומיו מדגישים כולם את נוכחות השותף בדירה כעוגן הצלה והוכחה ניצחת כי גירסת המתלוננת אינה סבירה ולא יתכן כי הרימה קול, בכתה או צעקה והשותף לא שמע ולא הבחין בכך.",7,"הנאשם, עדי ההגנה והסניגור בסכומיו מדגישים כולם את נוכחות השותף בדירה כעוגן הצלה והוכחה ניצחת כי גירסת המתלוננת אינה סבירה ולא יתכן כי הרימה קול, בכתה או צעקה והשותף לא שמע ולא הבחין בכך",tagger3,not annotated
396834,m06003039,"איני סבור, כפי שגורס בא כוח הנאשם, כי מאופן עדותה של המתלוננת, המצומצמת והשטחית בתוכן וברגש, יש ללמוד כי לא היו דברים מעולם","איני סבור, כפי שגורס בא כוח הנאשם, כי מאופן עדותה של המתלוננת, המצומצמת והשטחית בתוכן וברגש, יש ללמוד כי לא היו דברים מעולם. תאוריה זו עשויה להיות נכונה במקרים רבים, אך לא במקרה זה.",4,"איני סבור, כפי שגורס בא כוח הנאשם, כי מאופן עדותה של המתלוננת, המצומצמת והשטחית בתוכן וברגש, יש ללמוד כי לא היו דברים מעולם",tagger3,not annotated
502992,m02001206," בכל הנוגע למעשה האינוס עצמו - גם כאן גירסתה של המתלוננת ברורה, עִקבית וחד-משמעית","61. בכל הנוגע למעשה האינוס עצמו - גם כאן גירסתה של המתלוננת ברורה, עִקבית וחד-משמעית. היא לא נסתרה בחקירתה הנגדית שבּה עוד הוסיפה והסבירה את השתלשלות העניינים, את הרגשותיה, את בקשותיה מִן הנאשם שיניח לה וגם את אשר אירע למחרת היום וּבימים שלאחריו.",1," בכל הנוגע למעשה האינוס עצמו - גם כאן גירסתה של המתלוננת ברורה, עִקבית וחד-משמעית",tagger3,not annotated
727116,ME-12-08-3491-22,"על כן, לנוכח העובדה שהמתלוננת העידה עדות מלאה בפנינו, הן בחקירה ראשית והן בחקירה נגדית, יכולנו להתרשם מעדותה באופן בלתי אמצעי","על כן, לנוכח העובדה שהמתלוננת העידה עדות מלאה בפנינו, הן בחקירה ראשית והן בחקירה נגדית, יכולנו להתרשם מעדותה באופן בלתי אמצעי. ניתן לקבל כראייה את חוות דעתה של חוקרת הילדים המיוחדת, וכנספח לה את התרשמותה מאמינות עדותה של הילדה, וזאת, במסגרת עדותה של חוקרת הילדים ככל עדות איש מקצוע אשר יכול לחוות דעתו.",8,"על כן, לנוכח העובדה שהמתלוננת העידה עדות מלאה בפנינו, הן בחקירה ראשית והן בחקירה נגדית, יכולנו להתרשם מעדותה באופן בלתי אמצעי",tagger3,not annotated
525547,m03001069," אמנם נכון הדבר כי בכל הנוגע למעשה האונס עצמו - עדותה של המתלוננת היא העדות היחידה, ועומדת היא כנגד גירסתו של הנאשם","89. אמנם נכון הדבר כי בכל הנוגע למעשה האונס עצמו - עדותה של המתלוננת היא העדות היחידה, ועומדת היא כנגד גירסתו של הנאשם. עם זאת, וּמשעה שאין עוד צורך בסיוע לעדוּת נפגע בעבירת מין, דומני כי לנוכח פירוט גירסתה של המתלוננת כולה, והתרשמותי ממהימנותה וַאֲמִינוּתָהּ כִּכְלַל, וּמעדותה באשר לאירוע האונס בפרט, השתלבותו של אירוע שכזה במכלול התנהגותו הַאַלִּימָה והאובססיבית של הנאשם כפי שְׁהוּכְחָה בפנינו, כאוֹת של אמת, כמו גם העובדה כי הנאשם קָשַׁר את עצמו לאירוע, שאת קיומו הכחיש תחילה לחלוטין - הכל כפי שהוּכח לעיל - אין מקום לפקפּק באשר לְאֲמִינוּת גירסתה של המתלוננת כי הנאשם אכן כפה עצמו עליה וקִיֵּים עימה יחסי-מין בניגוד לרצונה.",14," אמנם נכון הדבר כי בכל הנוגע למעשה האונס עצמו - עדותה של המתלוננת היא העדות היחידה, ועומדת היא כנגד גירסתו של הנאשם",tagger3,not annotated
532858,ME-15-10-1855-55,"בעטיין של עבירות מין, נקבע לא פעם כי אין מקום לדרוש כי עדות המתלוננת תהיה סדורה, עקבית, חפה מכל אי דיוק, על מנת שיינתן בה אמון","בעטיין של עבירות מין, נקבע לא פעם כי אין מקום לדרוש כי עדות המתלוננת תהיה סדורה, עקבית, חפה מכל אי דיוק, על מנת שיינתן בה אמון.",2,"בעטיין של עבירות מין, נקבע לא פעם כי אין מקום לדרוש כי עדות המתלוננת תהיה סדורה, עקבית, חפה מכל אי דיוק, על מנת שיינתן בה אמון",tagger3,not annotated
637608,s05001698,4) גירסת המתלוננת ביחס למקום ההתרחשות אינה אחידה,"4) גירסת המתלוננת ביחס למקום ההתרחשות אינה אחידה. במשטרה טענה המתלוננת שהאירוע התרחש ליד הקומקום, ואילו בבית המשפט טענה שהאירוע התרחש ביציאה מהחדר (פרוטוקול, עמוד 7, שורה 1).",7,4) גירסת המתלוננת ביחס למקום ההתרחשות אינה אחידה,tagger3,not annotated
403778,m06003027-239,"מיני-רציו: * ראיות – עדות – עדות יחידה עדות יחידה של מתלוננת בעבירת מין נגד הנאשם הוגש כתב אישום המייחס לו ביצוע עבירות מין בבתו, בגין מעשים שבוצעו לפני כ-4 שנים","מיני-רציו: * ראיות – עדות – עדות יחידה עדות יחידה של מתלוננת בעבירת מין נגד הנאשם הוגש כתב אישום המייחס לו ביצוע עבירות מין בבתו, בגין מעשים שבוצעו לפני כ-4 שנים. הנאשם הכחיש את המיוחס לו וטען כי תלונת הבת היא שקרית.",5,"מיני-רציו: * ראיות – עדות – עדות יחידה עדות יחידה של מתלוננת בעבירת מין נגד הנאשם הוגש כתב אישום המייחס לו ביצוע עבירות מין בבתו, בגין מעשים שבוצעו לפני כ-4 שנים",tagger3,not annotated
377542,ME-06-1098-81,"בהכרעת הדין נדחתה גרסת הבדים של הנאשם לפיה המתלוננת היא זונה שהסכימה למין בתשלום, קבענו, כי גרסת המתלוננת מהימנה והרשענו את הנאשם על פי העובדות הבאות שפורטו בכתב האישום:","בהכרעת הדין נדחתה גרסת הבדים של הנאשם לפיה המתלוננת היא זונה שהסכימה למין בתשלום, קבענו, כי גרסת המתלוננת מהימנה והרשענו את הנאשם על פי העובדות הבאות שפורטו בכתב האישום:",7,"בהכרעת הדין נדחתה גרסת הבדים של הנאשם לפיה המתלוננת היא זונה שהסכימה למין בתשלום, קבענו, כי גרסת המתלוננת מהימנה והרשענו את הנאשם על פי העובדות הבאות שפורטו בכתב האישום:",tagger3,not annotated
409888,ME-20-01-13777-33," במצבו הרפואי האמור, גם ביקש להסביר את הסבריו הדלים ואת חוסר יכולתו להתמודד מול גרסתן המפורטת של המתלוננות לאירועים","28. אוסיף, כי התנהלותו המגמתית של הנאשם באה לידי ביטוי גם בניסיונו לדחות את מועד עדותו לפנינו, תוך טענה כי איננו כשיר לעדות בשל מצבו הנפשי ובשל כך שהוא נוטל טיפול תרופתי. במצבו הרפואי האמור, גם ביקש להסביר את הסבריו הדלים ואת חוסר יכולתו להתמודד מול גרסתן המפורטת של המתלוננות לאירועים.",5," במצבו הרפואי האמור, גם ביקש להסביר את הסבריו הדלים ואת חוסר יכולתו להתמודד מול גרסתן המפורטת של המתלוננות לאירועים",tagger3,not annotated
405971,SH-09-5632-267,עדותה המהימנה של המתלוננת,עדותה המהימנה של המתלוננת,5,עדותה המהימנה של המתלוננת,tagger3,not annotated
528058,ME-12-03-25945-23," הנאשם החדיר אצבע/ות לתוך איבר מינה של המתלוננת - ההגנה טענה (עמ' 9-10 לסיכומיה): גירסת המתלוננת כי הנאשם החדיר את אצבעותיו לגופה איננה עקבית והיא לא סיפרה על כך בבדיקה הגופנית, וגם לא לסתיו ורן, ובכך עולים ספקות בגירסתה","17. הנאשם החדיר אצבע/ות לתוך איבר מינה של המתלוננת - ההגנה טענה (עמ' 9-10 לסיכומיה): גירסת המתלוננת כי הנאשם החדיר את אצבעותיו לגופה איננה עקבית והיא לא סיפרה על כך בבדיקה הגופנית, וגם לא לסתיו ורן, ובכך עולים ספקות בגירסתה. דינן של טענות ההגנה להידחות: א. כעולה מחוות הדעת נ/9, המתלוננת לא סיפרה לפרופ' היס על החדרת אצבעות.ואולם: המתלוננת העידה בביהמ""ש שהיא לא יודעת למה היא לא סיפרה על כך לרופא, היא זוכרת שהיא סיפרה על כך ליעל והמתלוננת הסבירה שהיא כבר סיפרה את הסיפור הזה באותו יום כל כך הרבה פעמים שהיא לא זוכרת אם היא סיפרה להיס או לא (עמ' 19 לפר' מיום 9.10.12, שו' 10, 23, 26-27), והוסיפה שמרוב שהיא סיפרה את הסיפור הזה הרבה פעמים היא שכחה לספר לו (עמ' 20 לפר', שו' 1). המתלוננת ציינה שעם יעל (עת/2) היא דיברה בשקט לבד ולכן לה היא סיפרה (עמ' 20 לפר', שו' 15-16). הסברה של המתלוננת סביר ומתקבל על הדעת. ואכן עת/2 יעל סיפרה במשטרה: ""היא (המתלוננת-ג'נ') אמרה...הוא דחף לי אצבעות בניגוד לרצוני"" (נ/2, ע' 1, שו' 16), וכך גם יעל העידה בבהמ""ש: ""... אני זוכרת שנטען על ידיה שהוא דחף לה אצבעות..."" (ע' 34 מ-15.10.12, ש' 26-27).",3," הנאשם החדיר אצבע/ות לתוך איבר מינה של המתלוננת - ההגנה טענה : גירסת המתלוננת כי הנאשם החדיר את אצבעותיו לגופה איננה עקבית והיא לא סיפרה על כך בבדיקה הגופנית, וגם לא לסתיו ורן, ובכך עולים ספקות בגירסתה",tagger3,not annotated
527963,ME-12-03-25945-23," המתלוננת לא ראתה את הקעקוע (התמונה נ/10) שעל רגלו הימנית של הנאשם: ההגנה טענה (עמ' 5-6 לסיכומי ההגנה): אם גירסת המתלוננת היא נכונה, אין סיכוי בעולם שהיא לא היתה מבחינה בקעקוע שעל רגלו של הנאשם לאחר שהוא הוריד את מכנסיו (ותחתוניו)","12. המתלוננת לא ראתה את הקעקוע (התמונה נ/10) שעל רגלו הימנית של הנאשם: ההגנה טענה (עמ' 5-6 לסיכומי ההגנה): אם גירסת המתלוננת היא נכונה, אין סיכוי בעולם שהיא לא היתה מבחינה בקעקוע שעל רגלו של הנאשם לאחר שהוא הוריד את מכנסיו (ותחתוניו). ואולם, דינה של הטענה להידחות: העובדה שהמתלוננת לא ראתה את הקעקוע, איננה גורעת ממהימנותה. אנמק: א. המתלוננת העידה בכנותה שלא היה אור אבל היא יכלה לראות (עמ' 16 לפר' מיום 9.10.12, שו' 29). המתלוננת נשאלה בין השאר, והשיבה ברור וחד משמעית: ""ש. את זוכרת אם הדלת הייתה סגורה...ת. סגורה לגמרי...ש. ...איך יכול להיות שאת הקעקוע לא ראית? ת. כי זה דלת וזה קעקוע."" (עמ' 17 לפר', שו' 23-28). זהו הסבר סביר ומתקבל על הדעת. ב. השלב שבו הנאשם הפשיל את מכנסיו התרחש אחרי שהנאשם כבר החדיר אצבע אחת או שתיים מאצבעותיו לתוך איבר מינה (בעדות המתלוננת בבית המשפט - עמ' 6 לפר', שו' 24-27, ובעדותה במשטרה – נ/1, עמ' 2, שו' 30-31). היינו מדובר בשלב יחסית מתקדם של האירוע, כשהמתלוננת אומרת לנאשם תוך כדי שיפסיק, לא, די, והיא בהלם, כמפורט לעיל בעדותה. על כן, סביר שבאותן נסיבות המתלוננת לא נתנה דעתה לקעקוע של הנאשם. ג. הקעקוע הוא על ירכו הימנית של הנאשם (התמונה נ/10); גם אם לצורך בירור נקודה זו אקבל את גירסת הנאשם שלפיה הוא והמתלוננת ישבו באלכסון אחד ליד השני והתנשקו והתחבקו (עמ' 42 לפר' מיום 31.10.12, שו' 18, 23) – ואינני מקבלה – הרי שלפי גירסתו, בסיטואציה פיזית ""צמודה"" מעין זו, לא בהכרח ניתן לראות, כשהנאשם מפשיל את מכנסיו, את הקעקוע שעל רגלו. ד. המתלוננת לא נשאלה על הקעקוע במשטרה – לא בחקירתה וגם לא בעימות עם הנאשם. לראשונה היא נשאלה על כך בחקירתה הנגדית, היינו בחלוף כ-7 חודשים מהאירוע. בנסיבות אלה, סביר כי המתלוננת לא בהכרח תזכור את דבר קיומו של הקעקוע. ה. בעימות במשטרה, המתלוננת אמרה לנאשם בין השאר: ""הורדת את המכנסיים שלך..."" (ת/4, ע' 2, שו' 10). ואילו הנאשם לא אמר בתגובה דבר על הקעקוע שהמתלוננת היתה אמורה לראות ושעליו היא לא מדברת (ת/4, עמ' 2, שו' 23 ואילך). ו. התמונה נ/10 הוגשה כמוצג בהסכמת התביעה, ואולם אציין שאין בפני ביהמ""ש ראייה לגבי מועד יצירת קעקוע זה. ז. הנאשם העיד: ""...אם הייתי מוריד את המכנסיים היא הייתה רואה את הקעקוע שלי, איך מזגה אקסל בחושך מה היא לא רואה כלום."" (עמ' 39 לפר', שו' 13-14). ואולם: כאמור, לא נמצאו טביעות אצבע של המתלוננת על כוס בחדר (ת/11, ת/12), וממילא היא לא מזגה אקסל, וכפועל יוצא, הקישור העולה מעדות הנאשם שבאותה מידה היא היתה צריכה לראות את הקעקוע, אין לו על מה שיסמוך. ח. הנאשם לא דיבר על הקעקוע לא במשטרה ולא במענה לאישום [בשולי הדברים: שלא כנטען בסיכומי ההגנה (הע""ש 1 עמ' 5), ביהמ""ש כן סימן את תמונת הקעקוע כמוצג (נ/10), וזאת ב-11.11.12 – היינו כחודש וחצי לפני שהוגשו סיכומי ההגנה לבהמ""ש (ראו גם את החלטת ביהמ""ש מ-11.11.12 להוסיף התמונה כמוצג)].",7," המתלוננת לא ראתה את הקעקוע  שעל רגלו הימנית של הנאשם: ההגנה טענה : אם גירסת המתלוננת היא נכונה, אין סיכוי בעולם שהיא לא היתה מבחינה בקעקוע שעל רגלו של הנאשם לאחר שהוא הוריד את מכנסיו ",tagger3,not annotated
630816,ME-12-09-42383-690,"יש לציין כי גרסת המתלוננת בעניין זה לא היתה שונה מהגרסה שמסרה בעת חקירתה על ידי חוקרת הילדים, יום לאחר האירוע (ראו ת/2 עמ' 9-8, 20)","יש לציין כי גרסת המתלוננת בעניין זה לא היתה שונה מהגרסה שמסרה בעת חקירתה על ידי חוקרת הילדים, יום לאחר האירוע (ראו ת/2 עמ' 9-8, 20).",3,"יש לציין כי גרסת המתלוננת בעניין זה לא היתה שונה מהגרסה שמסרה בעת חקירתה על ידי חוקרת הילדים, יום לאחר האירוע ",tagger3,not annotated
328874,SH-09-07-14045-107,כאן המקום לציין כי המתלוננת הותירה רושם אמין ביותר,"כאן המקום לציין כי המתלוננת הותירה רושם אמין ביותר. עדותה הייתה שוטפת, מדויקת ומלאת פרטים. דמעות עמדו בעיניה כשתיארה את האירוע בחדר השירותים, ואף ביתר חלקי העדות ניכרה התאמה מלאה בין תוכן הדברים לבין ביטוים הרגשי. הסבריה, גם כשנגעו לשאלות קשות, דוגמת הימנעותה משיתוף אחרים במתרחש, היו משכנעים ומתקבלים על הדעת, והיא היטיבה לשדר את המצוקה הקשה שבה הייתה נתונה, כאשר מחד לא יכולה הייתה להרשות לעצמה לוותר על מקום העבודה ומאידך נאלצה להתמודד באופן תדיר עם מעשיו הנלוזים של הנאשם. לנוכח התרשמותי זו אני נותן משקל מלא לעדות המתלוננת, ומה גם שדבריה נתמכים בראיות נוספות, כפי שיובהר מייד.",17,כאן המקום לציין כי המתלוננת הותירה רושם אמין ביותר,tagger3,not annotated
851409,ME-10-07-21310-4,"לכל אלה, נלוו כאמור, על פי עדותה המצמררת של המתלוננת, ואף מתיעוד החבלות שנמצאו בגופה ובאיבריה המוצנעים לאחר האירוע, איומי הנאשם על חייה, ואף תקיפתה ממש תוך גרימת חבלות בגופה","לכל אלה, נלוו כאמור, על פי עדותה המצמררת של המתלוננת, ואף מתיעוד החבלות שנמצאו בגופה ובאיבריה המוצנעים לאחר האירוע, איומי הנאשם על חייה, ואף תקיפתה ממש תוך גרימת חבלות בגופה.",5,"לכל אלה, נלוו כאמור, על פי עדותה המצמררת של המתלוננת, ואף מתיעוד החבלות שנמצאו בגופה ובאיבריה המוצנעים לאחר האירוע, איומי הנאשם על חייה, ואף תקיפתה ממש תוך גרימת חבלות בגופה",tagger3,not annotated
488295,m02001067-568," על-אף שבוטלה דרישת הסיוע לעדות יחידה של מתלוננת בעבירת-מין, הובאו בפנינו ע""י המאשימה עדויות נוספות במטרה לתמוך ולאמת את גרסת המתלוננת, ולחזק את אמינותה","ראיות ה""עיבוי"" מטעם המאשימה 25. על-אף שבוטלה דרישת הסיוע לעדות יחידה של מתלוננת בעבירת-מין, הובאו בפנינו ע""י המאשימה עדויות נוספות במטרה לתמוך ולאמת את גרסת המתלוננת, ולחזק את אמינותה. בנוסף לעדות המתלוננת, מבקשת המאשימה להישען על שלושה אדנים עיקריים נוספים: גרסתו השקרית, לטענתה, של הנאשם; מצבה הנפשי של המתלוננת לאחר ביצוע העבירות ותלונתה המיידית.",5," על-אף שבוטלה דרישת הסיוע לעדות יחידה של מתלוננת בעבירת-מין, הובאו בפנינו ע""י המאשימה עדויות נוספות במטרה לתמוך ולאמת את גרסת המתלוננת, ולחזק את אמינותה",tagger3,not annotated
174938,ME-11-06-33989-11," לזה יש להוסיף, כי עדויות המתלוננות היו מהימנות בעיני","כמו כן יצוין, כי הוכח מעדויות א""א, ר' והמתלוננות כי שני ענפי משפחה אלה לא היו בקשר ממשי, אלא נפגשו באירועים מיוחדים בלבד, כמו למשל ב""שבעה"" לאחות הקטנה ז' ז""ל (ואף הנאשם אישר כי כשהתגורר אצל ר' וא""א, לא היה קשר ביניהן); ועובדה זו פוגמת בטענת ""העלילה המתואמת"" של הנאשם. מעבר לכך, טענתו מופרכת לאור העובדה שהמתלוננות דיווחו על מקרים שונים ועל שוני בין המעשים (מלבד הדמיון בהחדרת האצבעות), והדבר מלמד כי אין מדובר בפרי דמיון משותף. באם היה מדובר בעלילה, נכון בעיני כי המתלוננות היו מתארות את המעשים באופן חמור יותר (ובמיוחד מ.א.), והיו מציגות זיכרון טוב יותר באשר לפרטי המעשים ומועדם. לזה יש להוסיף, כי עדויות המתלוננות היו מהימנות בעיני.",3," לזה יש להוסיף, כי עדויות המתלוננות היו מהימנות בעיני",tagger3,not annotated
589333,ME-10-02-20190-1,"אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה על פי דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו","אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה על פי דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו.",3,"אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה על פי דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו",tagger3,not annotated
