sentence_id,title,origin_sentence,paragraph_text,query number,clean_sentence,tagger,status,label
620350,m06003037,"לאחר שסקרתי את גירסת הנאשם ואת העדויות מהן עשויה לעלות תמיכה לגירסתו, סבורני כי גירסת המתלוננת מהימנה ועדיפה הימנה","לאחר שסקרתי את גירסת הנאשם ואת העדויות מהן עשויה לעלות תמיכה לגירסתו, סבורני כי גירסת המתלוננת מהימנה ועדיפה הימנה. לא עלה בידי הנאשם להעלות ספק סביר בדבר התרחשות המעשים נשוא כתב האישום ובדבר היותו מבצעם.",3,"לאחר שסקרתי את גירסת הנאשם ואת העדויות מהן עשויה לעלות תמיכה לגירסתו, סבורני כי גירסת המתלוננת מהימנה ועדיפה הימנה",tagger2,not annotated,
257250,SH-09-12-25181-569,"משהקשתה התובעת ושאלה הם שיקרה המתלוננת, השיב: ""אני לא יודע, אני אומר לך לא מסתדר לי מבחינת היגיון שהיא תבוא פעם בשבוע"" רק משהמשיכה התובעת והקשתה עליו, ציין כי גירסת המתלוננת אינה נכונה לטעמו","משהקשתה התובעת ושאלה הם שיקרה המתלוננת, השיב: ""אני לא יודע, אני אומר לך לא מסתדר לי מבחינת היגיון שהיא תבוא פעם בשבוע"" רק משהמשיכה התובעת והקשתה עליו, ציין כי גירסת המתלוננת אינה נכונה לטעמו.",3,"משהקשתה התובעת ושאלה הם שיקרה המתלוננת, השיב: ""אני לא יודע, אני אומר לך לא מסתדר לי מבחינת היגיון שהיא תבוא פעם בשבוע"" רק משהמשיכה התובעת והקשתה עליו, ציין כי גירסת המתלוננת אינה נכונה לטעמו",tagger2,not annotated,
340123,ME-12-10-49947-393,"עדותו המהימנה של המתלונן, הפרטים הרבים שסיפר, העקביות, שטף דיבורו, האותנטיות בתיאור מבטו של הנאשם והכנות בה שיתף בחששו להלך ברחוב לאחר האירוע לא מותירים מקום לספק","עדותו המהימנה של המתלונן, הפרטים הרבים שסיפר, העקביות, שטף דיבורו, האותנטיות בתיאור מבטו של הנאשם והכנות בה שיתף בחששו להלך ברחוב לאחר האירוע לא מותירים מקום לספק. אני מאמין למתלונן כי הוא הותקף מינית במקווה כפי שתיאר בעדותו. בכל פעם שנשאל האם יתכן שמדובר היה בנגיעה מקרית באיבר מינו הדגיש המתלונן כי הוא לא הרגיש נגיעה אלא שפשוף ממש (פרוטוקול דיון מיום 26.12.2012, עמוד 6 שורות 22-23, עמוד 14 שורות 11-12). יחד עם זאת הוא לא ניסה להפריז יתר על המידה בחומרת המעשה. יצויין כי אף הנאשם אינו שולל שהמתלונן אכן הותקף כפי שהעיד אלא שלטענתו, מדובר בטעות בזיהוי.",5,"עדותו המהימנה של המתלונן, הפרטים הרבים שסיפר, העקביות, שטף דיבורו, האותנטיות בתיאור מבטו של הנאשם והכנות בה שיתף בחששו להלך ברחוב לאחר האירוע לא מותירים מקום לספק",tagger2,not annotated,
310798,ME-11-06-2577-640,"במוקד ראיות התביעה עומדת, כדבר מובן מאליו, עדותה היחידה של המתלוננת ובהתאם למידת האמון שיינתן בה, בסופו של יום, יקום וייפול דבר","במוקד ראיות התביעה עומדת, כדבר מובן מאליו, עדותה היחידה של המתלוננת ובהתאם למידת האמון שיינתן בה, בסופו של יום, יקום וייפול דבר.",5,"במוקד ראיות התביעה עומדת, כדבר מובן מאליו, עדותה היחידה של המתלוננת ובהתאם למידת האמון שיינתן בה, בסופו של יום, יקום וייפול דבר",tagger2,not annotated,
399412,ME-08-04-4869-1," עדותו האמינה של המתלונן הנתמכת, בין היתר, בנזק הנפשי החמור שנגרם לו, מצביעה כי אכן חווה פגיעה מינית חמורה","66. טענה זו נדחית בשל נימוקים אלה: א. עדותו האמינה של המתלונן הנתמכת, בין היתר, בנזק הנפשי החמור שנגרם לו, מצביעה כי אכן חווה פגיעה מינית חמורה.",5," עדותו האמינה של המתלונן הנתמכת, בין היתר, בנזק הנפשי החמור שנגרם לו, מצביעה כי אכן חווה פגיעה מינית חמורה",tagger2,not annotated,
176890,k00011398p, המתלוננת העידה לפנינו עדות ארוכה (עמ' 6 - 114),12. המתלוננת העידה לפנינו עדות ארוכה (עמ' 6 - 114). אמרותיה במשטרה (נ1/ ונ2/) הוגשו כראייה. עדותה ואמרותיה משלימות זו את זו.,8, המתלוננת העידה לפנינו עדות ארוכה ,tagger2,not annotated,
343207,ME-10-07-44791-817, בהקשר זה יש לציין את עדותה הנרגשת של המתלוננת שתיארה את צניעותה הרבה ואת הדחייה והגועל שחשה נוכח התנהגותו של הנאשם,"טענת המתלוננת כי לא חפצה כלל במעשים מיניים אלה שנכפו עליה בחתף, הינה טענה סבירה ומובנת, נוכח העובדה כי למתלוננת לא היה ניסיון מיני קודם, הנאשם היה זר לה לחלוטין, והיא נפגשה בו לראשונה זמן קצר מאד קודם לכן, ללא יכולת מעשית אובייקטיבית לפתח אף יחסים אינטימיים ראשוניים. בהקשר זה יש לציין את עדותה הנרגשת של המתלוננת שתיארה את צניעותה הרבה ואת הדחייה והגועל שחשה נוכח התנהגותו של הנאשם.",5, בהקשר זה יש לציין את עדותה הנרגשת של המתלוננת שתיארה את צניעותה הרבה ואת הדחייה והגועל שחשה נוכח התנהגותו של הנאשם,tagger2,not annotated,
206618,ME-15-07-28768-44,"במצב דברים זה, כאשר מול עדותה האמינה של המתלוננת לא עומד למעשה דבר, יש לקבוע כי נתמלאו יסודות העבירות המיוחסות לנאשם בפרט אישום זה","במצב דברים זה, כאשר מול עדותה האמינה של המתלוננת לא עומד למעשה דבר, יש לקבוע כי נתמלאו יסודות העבירות המיוחסות לנאשם בפרט אישום זה.",5,"במצב דברים זה, כאשר מול עדותה האמינה של המתלוננת לא עומד למעשה דבר, יש לקבוע כי נתמלאו יסודות העבירות המיוחסות לנאשם בפרט אישום זה",tagger2,not annotated,
134958,ME-09-1010-27,"מצאתי כי גרסת המתלוננת באשר להשתלשלות האירוע הרביעי מהימנה ונתמכת בראיות חיצוניות, בשונה מגרסת הנאשם המופרכת על פניה, לה לא נתתי כל אמון","מצאתי כי גרסת המתלוננת באשר להשתלשלות האירוע הרביעי מהימנה ונתמכת בראיות חיצוניות, בשונה מגרסת הנאשם המופרכת על פניה, לה לא נתתי כל אמון.",3,"מצאתי כי גרסת המתלוננת באשר להשתלשלות האירוע הרביעי מהימנה ונתמכת בראיות חיצוניות, בשונה מגרסת הנאשם המופרכת על פניה, לה לא נתתי כל אמון",tagger2,not annotated,
443555,m06001058-315,"גרסת המתלוננת בעדותה בביהמ""ש אשר לאירוע ביום 16/5, זהה גם היא לחלוטין לזו שנמסרה על ידה ב- נ/2 ו- נ/1","גרסת המתלוננת בעדותה בביהמ""ש אשר לאירוע ביום 16/5, זהה גם היא לחלוטין לזו שנמסרה על ידה ב- נ/2 ו- נ/1. לדבריה, הוא הפיל אותה על המיטה בחדרו, נעל את הדלת, נשק לה על הצוואר, לחי, אוזניים, נשכב עליה, הוריד את החזייה, נשק את הצוואר והחזה, היא התחילה לבכות כי התנגדה-",7,"גרסת המתלוננת בעדותה בביהמ""ש אשר לאירוע ביום 16/5, זהה גם היא לחלוטין לזו שנמסרה על ידה ב- נ/2 ו- נ/1",tagger2,not annotated,
272259,s01005977-369,"מכיוון שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננות תהינה סבירות יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי, לשם עמידה בנטל המאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר","מכיוון שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננות תהינה סבירות יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי, לשם עמידה בנטל המאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר.",3,"מכיוון שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננות תהינה סבירות יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי, לשם עמידה בנטל המאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר",tagger2,not annotated,
172073,s04008848-171, גם מתלוננת 2 עשתה עלי רושם אמין מאוד,"20. גם מתלוננת 2 עשתה עלי רושם אמין מאוד. היא לא הפריזה בתיאור מעשי הנאשם וציינה פרטים שאושרו על ידי הנאשם עצמו, כגון שיחתו של הנאשם עם חברה בטרם עלייתה למונית, הדברים שמסרה לאחר מכן לחברה ותגובתו של אותו חבר כלפי הנאשם.",17, גם מתלוננת 2 עשתה עלי רושם אמין מאוד,tagger2,not annotated,
426574,ME-10-08-28161-260, עדותה הגרעינית של הילדה עקבית ומדוייקת בהזדמנויות שבהן ניתן לה לפרטה,"1. עדותה הגרעינית של הילדה עקבית ומדוייקת בהזדמנויות שבהן ניתן לה לפרטה. הן בחשיפה הראשונית בפני אביה, שתועדה והוקלטה על ידו, זמן קצר אחרי ששוחחה איתו על כך לראשונה (ולפי שאני מאמין לעדות האב ולמהימנותו עת העיד על פרטי השיחה הראשונית - הרי מדובר כבר בשלב זה על פעמיים שבהם חזרה על סיפורה), והן בעדות בפני חוקרת הילדים. הגרעין הבסיסי של התלונה, אף עולה מהתיאור הלקוני של ניסיונה לחשוף את הפגיעה בה בפני אמה, ניסיון שלמרבה הצער נתקל במה שרק ניתן להגדיר כאדישות, אם לא כעצימת עיניים, מצד האם.",12, עדותה הגרעינית של הילדה עקבית ומדוייקת בהזדמנויות שבהן ניתן לה לפרטה,tagger2,not annotated,
816574,m07001123,"עיתוי הגשת התלונה והטענה ל""עדות כבושה"" – ביחס לשתי המתלוננות 31","עיתוי הגשת התלונה והטענה ל""עדות כבושה"" – ביחס לשתי המתלוננות 31. הסנגור טוען כי על פי כתב האישום העבירות בוצעו לכאורה בין  השנים 2006 – 2005. הנאשם היה אמור להשתחרר ביום 15/11/07 ממאסר שריצה במשך שישה חודשים בשל עבירות אלימות במשפחה. התלונה למשטרה בתיק הנוכחי נמסרה על ידי בתה החורגת של אשתו, אמה של א', ביום 28/10/07.",5,"עיתוי הגשת התלונה והטענה ל""עדות כבושה"" – ביחס לשתי המתלוננות 31",tagger2,not annotated,
328344,m08001086-173,"המתלוננת הותירה רושם חיובי, כן ומהימן","המתלוננת הותירה רושם חיובי, כן ומהימן. בעדות עניינית, בהירה ועקבית, חפה מהתלהמות ונטולת כל הגזמה, תיארה מסכת רציפה ומתמשכת של פגיעות מיניות אותן בצע בה הנאשם בעודה ילדה, אשר נפרשה על פני שנים ארוכות. דבריה מעל הדוכן נמסרו מתוך כאב ומצוקה ניכרים, אך בה בעת בצורה שוטפת ורהוטה ומנקודת מבט אישית-אותנטית, תוך התייחסות קונקרטית למגוון של מעשי עבירה, בעלי מאפיינים ספציפיים וציון הזירות השונות בהן התרחשו, באופן היוצר תמונה מציאותית קוהרנטית ושלמה ושולל כל אפשרות של המצאה דימיונית. ולא למותר להדגיש, כי הנאשם עצמו, למצער, הודה בפנינו ברוב עובדות האישום השני.",17,"המתלוננת הותירה רושם חיובי, כן ומהימן",tagger2,not annotated,
376872,SH-08-2140-86,גרסתה של המתלוננת לגבי מהלך השיחה שונה,גרסתה של המתלוננת לגבי מהלך השיחה שונה.,1,גרסתה של המתלוננת לגבי מהלך השיחה שונה,tagger2,not annotated,
424525,ME-11-02-49931-817," הנאשם, אף שלא הכחיש כי השכיב את שתי הנשים על המיטה, לא מסר הסבר מתקבל על הדעת מדוע עשה כן, ומכל מקום, וכאמור, עדות המתלוננות אמינה ואני מעדיף אותן על פני עדותו של הנאשם","הנאשם 14. מנגד, הנאשם, בעדותו לפניי, יצר רושם חלקלק, מניפולטיבי, מתחמק, והעיד כמי שהולך בין הטיפות. במקומות בהם לא ראה סכנה לעצמו (לאור התשובה לאישום), לא חלק על עדות המתלוננות (כגון על היקף וטיב הרכוש אותו גנב מהן), אולם במקומות בהם חש כי רגליו בסכנה, ניסה וביקש לעדן את התנהלותו ומעשיו. הנאשם הכחיש כי הוריד תכשיטים בכוח מגופה של ח.ו. או כי גרר אותה בכוח ובחוזקה אחריו ברחבי הדירה. מפיו נשמעו הדברים כאילו יצא עימה לטיול רגוע. הנאשם, אף שלא הכחיש כי השכיב את שתי הנשים על המיטה, לא מסר הסבר מתקבל על הדעת מדוע עשה כן, ומכל מקום, וכאמור, עדות המתלוננות אמינה ואני מעדיף אותן על פני עדותו של הנאשם. יודגש באשר לעצם המעשה – השכבתן של השתיים על המיטה – הנאשם אינו חולק כלל. באשר למתלוננת ג.פ. אמר הנאשם כי הפילה על המיטה על מנת להפחידה ולמנוע ממנה מלברוח או לצעוק. את המתלוננת השנייה הכניס בברוטאליות לחדר השינה לאחר שכבר סיים את 'פרק הרכוש' בדירה, השכיב אותה על המיטה וישב מעליה. התירוץ שנתן לכך היה כי ראה שמתלוננת זו, שכבר נרגעה, נראתה ""זוממת"" דבר מה והוא ביקש לעקר כל ניסיון להכשילו. בעובדה שהנאשם מאשר כי השכיב את שתי הנשים על המיטה, הוא מחזק את עדותן, ובתירוציו הדלים שנתן לכך הוא מגביר את אמינותן, שאינה זקוקה לעידוד מצידו, באשר למעשים שעשה בהן כפי עדותן. אין לקבל  את ניסיון הנאשם להתרחק ממעשים בעלי גוון מיני כפי שביקש. לנאשם לא הייתה כל סיבה לגרור את ח.ו. פעם נוספת לחדר השינה, לאור מצבה המפוחד והשברירי, כאשר לא היה בכוחה להזיק לו. כן הדבר באשר להשכבתה של ג.פ. על המיטה. אין זאת, אלא שהנאשם ביקש לעצמו גם ריגוש מיני, לצד נטילת רכוש, ועל-כן איים על האחת שיעשה לה מה שבעלה עושה לה ולאחר מכן השכיבה על המיטה, כמו גם דבריו ומעשיו כנגד המתלוננת השנייה, לאחר שהשיבה לחדר השינה והשכיבה על המיטה, כמפורט לעיל. בהקשר זה לא למותר להוסיף כי הנאשם, כמי שמשתייך למגזר החרדי, ידע היטב כי במעשיו הפיזיים הנוגעים בנשים חרדיות: השכבתן על המיטה, ישיבה מעליהן ואחיזה בגופן, יש משום מעשה מגונה בהקשרו המיני. הנאשם, יש לציין, יודע להתנסח היטב, מדייק במילים אותן הוא בוחר, לא פעם התייחס לפרט זה או אחר בעדות המתלוננות על מנת 'להעמיד דברים על דיוקם'. הערות אלה, באשר לכושר הבנתו והתנסחותו של הנאשם, באות גם לאור רצון הנאשם, בעדותו, להסתייג מתשובות סנגורו הקודם לכתב האישום, תשובות שניתנו גם בפתח ישיבת הוכחות, במעמד הנאשם ובנוכחותו, ומבלי שהנאשם מצא לנכון להעיר הערה כלשהי בזמן אמת.",7," הנאשם, אף שלא הכחיש כי השכיב את שתי הנשים על המיטה, לא מסר הסבר מתקבל על הדעת מדוע עשה כן, ומכל מקום, וכאמור, עדות המתלוננות אמינה ואני מעדיף אותן על פני עדותו של הנאשם",tagger2,not annotated,
147435,ME-08-1051-165,"הגם שעדות המתלוננת הייתה קוהרנטית ואמינה בעיקר הדברים, עדיין הספק הסביר, כפי שהיטיבה חברתי השופטת דיסקין בפסק דינה להציגו, עומד לזכותו של הנאשם","הגם שעדות המתלוננת הייתה קוהרנטית ואמינה בעיקר הדברים, עדיין הספק הסביר, כפי שהיטיבה חברתי השופטת דיסקין בפסק דינה להציגו, עומד לזכותו של הנאשם.",7,"הגם שעדות המתלוננת הייתה קוהרנטית ואמינה בעיקר הדברים, עדיין הספק הסביר, כפי שהיטיבה חברתי השופטת דיסקין בפסק דינה להציגו, עומד לזכותו של הנאשם",tagger2,not annotated,
595346,M-NH-2-003-L,"מאחר והחלטתי להרשיע את הנאשם בעבירות המיוחסות לו בכתב האישום, וזאת על סמך עדותה היחידה של המתלוננת, העומדת בסתירה לעדותו של הנאשם, להלן נימוקיי מדוע החלטתי לעשות כן","מאחר והחלטתי להרשיע את הנאשם בעבירות המיוחסות לו בכתב האישום, וזאת על סמך עדותה היחידה של המתלוננת, העומדת בסתירה לעדותו של הנאשם, להלן נימוקיי מדוע החלטתי לעשות כן. הנימוק הראשון הינו העובדה, שאני מאמין באופן מוחלט לגירסתה של המתלוננת. זהו אמנם נימוק שאין קל ממנו לשופט המנסח את הכרעת-הדין אולם אין מנוס מאשר להדגיש שזהו הנימוק החשוב ביותר.",5,"מאחר והחלטתי להרשיע את הנאשם בעבירות המיוחסות לו בכתב האישום, וזאת על סמך עדותה היחידה של המתלוננת, העומדת בסתירה לעדותו של הנאשם, להלן נימוקיי מדוע החלטתי לעשות כן",tagger2,not annotated,
200406,s00003258-220,"מאחר שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננת תהיה סבירה יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי לשם עמידה בנטל מאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר","מאחר שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננת תהיה סבירה יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי לשם עמידה בנטל מאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר.",7,"מאחר שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננת תהיה סבירה יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי לשם עמידה בנטל מאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר",tagger2,not annotated,
525373,m03001069,"בידוע הוא, כי כאשר מדובר בעבירות מין, אין צורך בקיומו של סיוע לעדוּת יחידה של מתלוננת, וּבלבד שמסקנת בית-המשפט תהא מנומקת כדבעי, כמִצוות  לפקודת הראיות [נוסח חדש], התשל""א-1971","בידוע הוא, כי כאשר מדובר בעבירות מין, אין צורך בקיומו של סיוע לעדוּת יחידה של מתלוננת, וּבלבד שמסקנת בית-המשפט תהא מנומקת כדבעי, כמִצוות  לפקודת הראיות [נוסח חדש], התשל""א-1971. הימצאם של חיזוקים, אותות אמת, כמו גם פריסה רחבה של מַסֶּכֶת הראיות, וּבוַדאי הוֹכָחָתן של עבירות נלוות למעשה המיני, עונים על דרישת ההנמקה במקרים אלו (, פ""ד נו(6), 205, 216).",5,"בידוע הוא, כי כאשר מדובר בעבירות מין, אין צורך בקיומו של סיוע לעדוּת יחידה של מתלוננת, וּבלבד שמסקנת בית-המשפט תהא מנומקת כדבעי, כמִצוות  לפקודת הראיות , התשל""א-1971",tagger2,not annotated,
23146,SH-10-10-18706-362,"לעומת גרסתה הברורה, החד משמעית והאמינה של המתלוננת עומדת גרסתו של הנאשם, שכפי שכבר ציינתי לעיל הייתה שחצנית, יהירה, זחוחה וארוגנטית","לעומת גרסתה הברורה, החד משמעית והאמינה של המתלוננת עומדת גרסתו של הנאשם, שכפי שכבר ציינתי לעיל הייתה שחצנית, יהירה, זחוחה וארוגנטית.",5,"לעומת גרסתה הברורה, החד משמעית והאמינה של המתלוננת עומדת גרסתו של הנאשם, שכפי שכבר ציינתי לעיל הייתה שחצנית, יהירה, זחוחה וארוגנטית",tagger2,not annotated,
603882,m06007025-296,העדות הראשונה של המתלוננת 6,"העדות הראשונה של המתלוננת 6. בעדותה הראשונה תארה המתלוננת את קורות חייה, שלא היו סוגים בשושנים. היא הוצאה מחוץ לבית ושהתה בפנימיה, שם הכירה את אחיו של הנאשם, שהיה מדריך שלה. כשחזרה בגיל 14 לבית אמהּ, הכיר לה האח את הנאשם ואמו. המתלוננת היתה נפגשת עם הנאשם והיתה שופכת את ליבה בפניו. הם נפגשו לעיתים מזומנות חרף פער הגילים ביניהם.",5,העדות הראשונה של המתלוננת 6,tagger2,not annotated,
730997,s998267,"                  ואומר כבר עתה כי המתלוננת, בהופעתה בביהמ""ש, הותירה רושם חיובי ביותר וגם ההגנה אינה חולקת על כך","5.                  ואומר כבר עתה כי המתלוננת, בהופעתה בביהמ""ש, הותירה רושם חיובי ביותר וגם ההגנה אינה חולקת על כך. אני מודעת למאמץ שנדרש ממנה לכל אורך הדרך ויש להעריך ולכבד את נכונותה ופתיחותה לאפשר לנו להביט ולגעת בעולמה הפנימי המיוחד.",17,"                  ואומר כבר עתה כי המתלוננת, בהופעתה בביהמ""ש, הותירה רושם חיובי ביותר וגם ההגנה אינה חולקת על כך",tagger2,not annotated,
46213,SH-10-04-42431-606," שום ראיה חפצית לא הובאה לתמוך בגרסתו המופרכת של המתלונן""","הסניגור פתח את סיכומיו באמירה מודגשת לפיה: ""שום ראיה אובייקטיבית לא הובאה לתמיכה בטענת המתלונן. שום ראיה חפצית לא הובאה לתמוך בגרסתו המופרכת של המתלונן"". הסנגור מתעלם משום מה מכך שהנאשם עצמו הודה ברוב רובה של גרסת המתלונן, באשר לרכיבים העובדתיים שבה. המחלוקות העובדתיות הן שוליות ומינוריות. הנאשם כפר בעיקרו ביסוד הנפשי שבביצוע אותם מעשים, זאת ותו לא.",5," שום ראיה חפצית לא הובאה לתמוך בגרסתו המופרכת של המתלונן""",tagger2,not annotated,
94660,ME-10-09-35796-613," יתרה מזאת, גם בנקודה צרה זו גרסת המתלוננת, ולפיה השירותים שהיא נותנת לעולם תחומים בזמן, הגיונית ומסתברת יותר מטענת הנאשם כי בעבור 50 ₪ הסכימה לספק לו שירותי מין ללא כל מגבלת זמן","שנית, גם לגופה של טענה איני מוצאת בה ממש. המתלוננת הסבירה היטב כי מקור הבלבול נעוץ בכך שמבחינתה ישנם שני מסלולים אפשריים של שירות ולכן, גם אם במועד מסירת ההודעה לא עלה בידה לזכור מה בדיוק סיכמה עם הנאשם ספציפית, עדיין אין בכך כדי לפגוע בליבת גרסתה. יתרה מזאת, גם בנקודה צרה זו גרסת המתלוננת, ולפיה השירותים שהיא נותנת לעולם תחומים בזמן, הגיונית ומסתברת יותר מטענת הנאשם כי בעבור 50 ₪ הסכימה לספק לו שירותי מין ללא כל מגבלת זמן. משכך, אין לסתירה האמורה כל השלכה על מהימנות המתלוננת וכל טענות ב""כ הנאשם בהקשר זה נדחות.",7," יתרה מזאת, גם בנקודה צרה זו גרסת המתלוננת, ולפיה השירותים שהיא נותנת לעולם תחומים בזמן, הגיונית ומסתברת יותר מטענת הנאשם כי בעבור 50 ₪ הסכימה לספק לו שירותי מין ללא כל מגבלת זמן",tagger2,not annotated,
199125,SH-11-11-50610-711," עדותה של המתלוננת הייתה עקבית החל מגרסתה בעימות בינה לבין הנאשם, שהתקיים במשטרה כחצי שנה לאחר האירוע (ת/1) וכלה בעדותה בבית המשפט","11. המתלוננת, אישה כבת 47, נכון למועד האירוע, תושבת העיר אילת, הועסקה כעובדת חדשה במטבח מלון ""הנסיכה"" אילת. בחינת על של כלל עדותה ציירה תמונה מהימנה של מהלך האירועים ונסיבותיהם. התרשמתי מעדותה כי עשתה כל שאל ידה על מנת לתארו כפי שהתרחש כהווייתו ולא להעצימו. עדותה הייתה מאופקת אך נרגשת. ניכר עליה כי המעמד לא קל לה ומבוכתה ניכרה היטב. המתלוננת גוללה בפשטות, עם זאת בפירוט הנדרש, את שארע, החל מהאמירות שאמר לה הנאשם ועד לנשיקה על לחיה. עדותה של המתלוננת הייתה עקבית החל מגרסתה בעימות בינה לבין הנאשם, שהתקיים במשטרה כחצי שנה לאחר האירוע (ת/1) וכלה בעדותה בבית המשפט.",1," עדותה של המתלוננת הייתה עקבית החל מגרסתה בעימות בינה לבין הנאשם, שהתקיים במשטרה כחצי שנה לאחר האירוע  וכלה בעדותה בבית המשפט",tagger2,not annotated,
548390,m02001238," לכאורה, די לנו בגירסתה האמינה והמהימנה של המתלוננת בכדי להרשיע את הנאשם בעבירה המיוחסת לו","ראיות לעיבוי גירסת המתלוננת 81. לכאורה, די לנו בגירסתה האמינה והמהימנה של המתלוננת בכדי להרשיע את הנאשם בעבירה המיוחסת לו. אולם כמצוות הוראת  ל [נוסח חדש] תשל""א-1971, נדרשת לכך הנמקה מיוחדת.",5," לכאורה, די לנו בגירסתה האמינה והמהימנה של המתלוננת בכדי להרשיע את הנאשם בעבירה המיוחסת לו",tagger2,not annotated,
424539,ME-11-02-49931-817,"סיכומו של דבר, עדויות שתי המתלוננות באשר לאירועים שהתרחשו, כל אחת בדירתה, מקובלות במלואן","סיכומו של דבר, עדויות שתי המתלוננות באשר לאירועים שהתרחשו, כל אחת בדירתה, מקובלות במלואן. מנגד, עדות הנאשם באשר לנקודות השנויות במחלוקת נדחית כבלתי מהימנה ואינה ראויה לאמון.",3,"סיכומו של דבר, עדויות שתי המתלוננות באשר לאירועים שהתרחשו, כל אחת בדירתה, מקובלות במלואן",tagger2,not annotated,
832491,ME-09-06-20584-1,"אמנם אי המצאות תאי זרע של אחר אינה מהווה הוכחה וודאית כי לא היה אדם אחר, אך בהתחשב בגרסתה האמינה של המתלוננת המתארת כי האנס שפך את זרעו במיקום מאוד מדויק על החזה ועל הבטן, (עמ' 112), הרי שאי מציאת תאי זרע של אדם אחר מלבד הנאשם, מחזקת את קביעתי כי תאי הזרע של הנאשם הגיעו לטבורה ולחזייתה של המתלוננת באופן ישיר","אמנם אי המצאות תאי זרע של אחר אינה מהווה הוכחה וודאית כי לא היה אדם אחר, אך בהתחשב בגרסתה האמינה של המתלוננת המתארת כי האנס שפך את זרעו במיקום מאוד מדויק על החזה ועל הבטן, (עמ' 112), הרי שאי מציאת תאי זרע של אדם אחר מלבד הנאשם, מחזקת את קביעתי כי תאי הזרע של הנאשם הגיעו לטבורה ולחזייתה של המתלוננת באופן ישיר.",5,"אמנם אי המצאות תאי זרע של אחר אינה מהווה הוכחה וודאית כי לא היה אדם אחר, אך בהתחשב בגרסתה האמינה של המתלוננת המתארת כי האנס שפך את זרעו במיקום מאוד מדויק על החזה ועל הבטן, , הרי שאי מציאת תאי זרע של אדם אחר מלבד הנאשם, מחזקת את קביעתי כי תאי הזרע של הנאשם הגיעו לטבורה ולחזייתה של המתלוננת באופן ישיר",tagger2,not annotated,
325778,m99934," מנגד, עדותה של המתלוננת מהימנה ביותר, ויש לבסס עליה את הכרעת-הדין","בית-המשפט המחוזי פסק: א. (1) הנאשם בעדותו בחקירות במשטרה ובבית-המשפט השאיר רושם בלתי מהימן לחלוטין. מנגד, עדותה של המתלוננת מהימנה ביותר, ויש לבסס עליה את הכרעת-הדין. הנאשם חייב היה להבין מתוך מעשי המתלוננת, התנהגותה ודבריה שהיא אינה מעוניינת לקיים עמו ועם האחרים יחסי-מין. המתלוננת, לאחר שכבר הייתה שיכורה מיין שסופק לה על-ידי הנאשם, נטלה בדרך כלשהי את סם האקסטזי שהנאשם וחבריו השפיעו עליה לקחת. כשהייתה כבר במצב של שכרות מתקדמת ניסתה להגן על עצמה, וביקשה מהנאשם, תוך כדי בכי, שישמור עליה כי אינה רוצה שיגעו בה. על הנאשם היה להבין מבכיה של המתלוננת ומדבריה, כי היא אינה מעוניינת לקיים עמו יחסי-מין, גם אם מבחינה גופנית הייתה במצב כזה שמנע ממנה להתנגד לו פיזית (757ב – ג).",1," מנגד, עדותה של המתלוננת מהימנה ביותר, ויש לבסס עליה את הכרעת-הדין",tagger2,not annotated,
773061,ME-11-08-19586-11," המאשימה טענה כי עדות המתלוננת היתה עקבית לכל אורך הדרך, וכי ניתן להתרשם שאין סתירות בין הודעותיה במשטרה (המוצגים ת/38 – ת/39ג שלעיל) לבין עדותה בבית המשפט","ה. המאשימה טענה כי עדות המתלוננת היתה עקבית לכל אורך הדרך, וכי ניתן להתרשם שאין סתירות בין הודעותיה במשטרה (המוצגים ת/38 – ת/39ג שלעיל) לבין עדותה בבית המשפט.",7," המאשימה טענה כי עדות המתלוננת היתה עקבית לכל אורך הדרך, וכי ניתן להתרשם שאין סתירות בין הודעותיה במשטרה  לבין עדותה בבית המשפט",tagger2,not annotated,
